,title,publishers,sheet_music,date,month,day,year,chart
102,ESTA RICO,(Sony/ATV Tunes LLC -- ASCAP/RSM Publishing -- ASCAP/Treyball Music -- ASCAP/Sony/ATV Latin Music Publishing -- LLC -- BMI/Little Town Publishing -- ASCAP/Sony/ATV Discos Music Publishing LLC -- ASCAP/Hot Buzz Music Publishing -- ASCAP/Stoned Ape Theory Music -- ASCAP/Maejor Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/AudeoBox LLC -- BMI/Nappy Boy Lyriq -- BMI/RIMAS Entertainment -- ASCAP/Songs Of LVS Music Publishing -- BMI/Editora De Musica Los Mambo Kingz -- ASCAP/Straight Forward Publish-ing -- ASCAP),AMP/HL,2019-01-05,01,05,2019,LT  23
103,EVEN THEN,(Fair Trade Global Songs -- BMI/Essential Studio Sounds -- BMI/Fair Trade Tunes -- SESAC/So Essential Tunes -- SESAC/From The Void -- SESAC/Tony Wood Songs -- SESAC/Word-spring Music -- LLC -- SESAC/W.B.M. Music Corp. -- SESAC),AMP,2019-01-05,01,05,2019,CST  10
104,EVERYTHING,(Achtober Songs -- BMI/Universal Music - Brentwood-Benson Songs -- BMI/D Soul Music -- ASCAP/Capitol CMG Genesis -- ASCAP),HL,2019-01-05,01,05,2019,CST   8
105,EVERYTHING,(See You At The Pub -- SESAC/Capitol CMG Amplifier -- SESAC/CentricSongs -- SESAC/So Essential Tunes -- SESAC/Fellow Ships Music -- SESAC/Flychild Publishing -- SESAC),HL,2019-01-05,01,05,2019,CST  49
106,EYES ON YOU,(Sony/ATV Countryside -- BMI/Dack Janiel’s Publishing -- BMI/EMI April Music  Inc. -- ASCAP/CDS Words And Music -- ASCAP/WB Music Corp. -- ASCAP/Combustion Engine Music -- ASCAP/Sadie’s Favorite Songs -- ASCAP),AMP/HL,2019-01-05,01,05,2019,CS  34
107,FAST TALK,(Mavis Bank Music -- SESAC/BMG Gold Songs -- ASCAP/The Gift Shop Publishing -- ASCAP/Subatomic Songs -- ASCAP),,2019-01-05,01,05,2019,RO  46
108,FAT BOTTOMED GIRLS,(Beechwood Music Cor-poration -- BMI/EMI Blackwood Music Inc. -- BMI/Queen Music Ltd. -- PRS),HL,2019-01-05,01,05,2019,RO  22
109,FELIZ NAVIDAD,(J & H Publishing -- ASCAP/BMG Gold Songs -- ASCAP),,2019-01-05,01,05,2019,H100  29
110,FIGHT FOR ME,(Unashamed Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/FreeSundaes -- ASCAP/Go Crae Music -- ASCAP/Tripseven Entertainment Group -- ASCAP/Reach Records -- LLC -- ASCAP),,2019-01-05,01,05,2019,CST  29
111,FINE CHINA,(Nayvadius Maximus Music -- BMI/Irving Music  Inc. -- BMI/Jarad Higgins Publishing Designee -- ASCAP/WHEEZYHITMAKER -- BMI/Songtrust Blvd -- BMI/Songtrust Ave -- ASCAP),,2019-01-05,01,05,2019,H100  97 ; RBH  39
112,FOCUS,(Universal Music Corp. -- ASCAP/H.E.R. Music -- Inc -- .ASCAP/Campstar Music -- ASCAP/EMI April Music  Inc. -- ASCAP/Justin Love Pub-lishing Designee -- BMI),HL,2019-01-05,01,05,2019,RBS  14
113,FOREVER,(Jaelyn Songs Music -- ASCAP/C Bazz Publishing -- ASCAP/Sonna Songs Music -- ASACP),,2019-01-05,01,05,2019,GS   3
114,FOREVER ON YOUR SIDE,(Bear Lee Breathing Music -- BMI/Needtobreathe Music -- BMI/Down-town DMP Songs -- BMI),,2019-01-05,01,05,2019,CST  27
115,GET UP,(Driven By Music -- BMI/E-Bass Music -- BMI/BMG Platinum Songs -- BMI),,2019-01-05,01,05,2019,RO  19
116,GIRL LIKE YOU,(Peertunes -- Ltd. -- SESAC/MTNoize -- SESAC/Jaron Boyer Music -- SESAC/Music Of The Corn -- ASCAP/WB Music Corp. -- ASCAP),AMP,2019-01-05,01,05,2019,CS  11 ; H100  87
117,GIRLS LIKE YOU,(Sudgee 2 Music -- BMI/Songs Of Universal  Inc. -- BMI/People Over Planes -- ASCAP/These Are Pulse Songs -- BMI/BMG Platinum Songs -- BMI/Bad Robot -- BMI/Family Stone Music -- ASCAP/Sony/ATV Allegro -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),HL,2019-01-05,01,05,2019,H100  14
118,GIRLS NEED LOVE,(Summer Walker Publishing Designee -- BMI/Archer Publishing Deisgnee -- BMI),,2019-01-05,01,05,2019,RBS  10
119,GIVE LOVE ON CHRISTMAS DAY,(Jobete Music Co. Inc. -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-01-05,01,05,2019,GS  19
120,GLOW,(Not Listed),,2019-01-05,01,05,2019,CS  49
121,GOING BAD,(Forever Rich -- ASCAP/Music & Dreams Publishing -- ASCAP/WB Music Corp. -- ASCAP/Sandra Gale -- GMR/EMI Pop Music Pub-lishing -- GMR/Wesley Glass -- BMI/Westen Weiss Publishing Designee -- ASCAP),AMP/HL,2019-01-05,01,05,2019,H100  36 ; RBH  11 ; RS  11
122,GONNA LOVE ME,(Please Gimme My Publishing Inc. -- BMI/EMI Blackwood Music Inc. -- BMI/I AM McLovin Publishing -- BMI/1114 Sounds -- SESAC/W.B.M. Music Corp. -- SESAC/Coney Cosmos Music Publishing Group -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Reach Records -- LLC -- ASCAP/Noah Goldstein Music -- ASCAP/BMG Platinum Songs -- BMI/Songs Of Stone Buddah -- BMI),AMP/HL,2019-01-05,01,05,2019,RBS  15
123,GOOD AS YOU,(Songs Of Universal  Inc. -- BMI/Kane Brown Music -- BMI/Don’t Be A Gypsy -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/BMG Rights Management (UK) Ltd. -- PRS/You Want How Much Of What Publishing -- PRS/TDP Publishing -- BMI/Track House Worldwide Entertainment -- BMI/Mandy’s Favorite Songs -- BMI),AMP,2019-01-05,01,05,2019,CS  42
124,GOODBYE,(Circles And Circles Music Group -- BMI/Curtis Gray Publishing Designee -- BMI/DJ Art Beatz Music Publishing -- ASCAP/DJ Paulito Publishing Designee -- SACEM/Double Marpot -- BMI/Harajuku Barbie Music -- BMI/Songs Of Uni-versal  Inc. -- BMI/IDK Music Publishing -- ASCAP/JackBack Publishing Ltd. -- SACEM/Jason Derulo Publishing -- BMI/Refune Music Rights AB -- STIM/Universal Music Publishing MGB Scandinavia AB -- STIM/Sine Publishing -- BMI/SugarMusic SPA -- BMI/Touch My Pants Music -- BMI/Universal Music Publishing Group (France) -- SACEM/BMG Platinum Songs -- BMI/Peermusic III -- Ltd. -- BMI),HL,2019-01-05,01,05,2019,DES  28
125,GOOD GIRL,(Magic Mustang Music Inc. -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Word-spring Music -- LLC -- SESAC/W.B.M. Music Corp. -- SESAC/Memory Days -- SESAC/Buzz Light Beer Music -- ASCAP/Downtown DLJ Songs -- ASCAP),AMP,2019-01-05,01,05,2019,CS  12 ; H100  89
126,GOOD GRACE,(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-01-05,01,05,2019,CST  42
127,GOOD LOVE,(RZ3 Music Publishing LLC -- ASCAP/Nic Jay Publishing -- SESAC/Universal Music Corp. -- ASCAP),HL,2019-01-05,01,05,2019,GS  17
128,GRACIAS POR TU AMOR,(Maximo Aguirre Music Publishing -- SACM),,2019-01-05,01,05,2019,LT  37
129,THE GREATEST SHOW,(breathelike music -- ASCAP/Pick In A Pinch Music -- ASCAP/TCF Music Publishing Inc. -- ASCAP/Fox Film Music Corporation -- BMI/Spokane Boy Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI),AMP,2019-01-05,01,05,2019,RO  26
130,A GREAT WORK,(Acer Publishing -- ASCAP/Five Lions Publishing -- BMI/ARichardsonMusic -- BMI),,2019-01-05,01,05,2019,GS   4
131,GUIDING LIGHT,(Universal Music Publishing Ltd. (UK) -- PRS),HL,2019-01-05,01,05,2019,RO  12
132,GUN SMOKE,(Not Listed),,2019-01-05,01,05,2019,H100  93 ; RBH  36
133,HAPPIER,(Songs Of Kobalt Music Publishing America  Inc. -- BMI/Universal PolyGram Int. Pub-lishing Inc. -- ASCAP/Marshmellow Music -- BMI),HL,2019-01-05,01,05,2019,DES   1 ; H100   7
134,HAPPY NOW,(Sony/ATV Tunes LLC -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-01-05,01,05,2019,DES  19
135,HAPPY NOW,(Zedd Music Empire -- ASCAP/Universal Music Corp. -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Sony/ATV Allegro (Australia) Pty LTD -- APRA/EMI Blackwood Music Inc. -- BMI/EMI Music Publishing Scandinavia AB -- STIM/Lurpi Songs AB -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),HL,2019-01-05,01,05,2019,DES  13
136,HAPPY XMAS (WAR IS OVER),(Lenono Music -- BMI),,2019-01-05,01,05,2019,H100  42
137,HAVE YOURSELF A MERRY LITTLE CHRIST-MAS,(Not Listed),,2019-01-05,01,05,2019,RBS  23
138,HEAD ABOVE WATER,(Almo Music Corp. -- ASCAP/Avril Lavigne Publishing 2013 Inc. -- ASCAP/Sing Little Penguin Inc. -- SOCAN/Songs Of Universal  Inc. -- BMI/Travis Clark Music -- ASCAP/BMG Gold Songs -- ASCAP),HL,2019-01-05,01,05,2019,CST   7
139,HEAVEN ON EARTH,(Meaux Jeaux Music -- SESAC/Da Bears Da Bears Da Bears Music -- SESAC/Capitol CMG Amplifier -- SESAC/Word Music -- LLC -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-01-05,01,05,2019,CST  21
140,HE GOT UP,(Walkway Music -- BMI),,2019-01-05,01,05,2019,GS  23
141,HERE AGAIN,(Elevation Worship Publishing -- BMI),,2019-01-05,01,05,2019,CST  47
142,HERE COMES HEAVEN,(Elevation Worship Pub-lishing -- BMI/Be Essential Songs -- BMI),,2019-01-05,01,05,2019,CST  40
143,HERE COMES SANTA CLAUS (DOWN SANTA CLAUS LANE),(Gene Autry’s Western Music Publishing -- ASCAP),,2019-01-05,01,05,2019,H100  28
144,HERE TONIGHT,(Super Big Music -- ASCAP/Caliv-ille Publishing -- ASCAP/Songs Of Black River -- ASCAP/Wordspring Music -- LLC -- SESAC/Memory Days -- SESAC/W.B.M. Music Corp. -- SESAC/The Best I Could Do Publishing -- ASCAP/WB Music Corp. -- ASCAP),AMP,2019-01-05,01,05,2019,CS  21
145,HIGH HOPES,(Listen To This Shhh -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Big Deal Beats -- BMI/Sinclair Empire -- BMI/Big Deal Notes -- ASCAP/A Song Can Be About Anything Music -- ASCAP/Girls Raised By Wolves -- ASCAP/Sony/ATV Songs LLC -- BMI/LOLOpritch Music -- BMI/Slushie Fund -- ASCAP/Songs By Cook Clas-sics -- BMI/Artist 101 Publishing Group -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/BMG Platinum Songs -- BMI/Taylor Monet Music -- BMI/Sparko Phone Music -- BMI),AMP/HL,2019-01-05,01,05,2019,H100   6 ; RO   1
146,HOLA,(A Million Dollar Dream -- ASCAP/EMI Blackwood Music Inc. -- BMI/Sony/ATV Latin Music Publishing -- LLC -- BMI/WB Music Corp. -- ASCAP),AMP/HL,2019-01-05,01,05,2019,LT  31
147,A HOLLY JOLLY CHRISTMAS,(St. Nicholas Music Inc. -- ASCAP),,2019-01-05,01,05,2019,H100  10
148,HOME,(Seven Summits Music -- BMI/Karnavon Publishing -- BMI/Into Fruition Publishing -- BMI/BMG Platinum Songs -- BMI/Elizabeth Paige Getz Publishing Designee -- BMI/Third Eye Tribe -- ASCAP/Christoph Reiner Andersson Publishing -- ASCAP/Primary Wave Anthems -- ASCAP/BMG Gold Songs -- ASCAP),,2019-01-05,01,05,2019,RO  40
149,HOMESICK,(Songs Of Universal  Inc. -- BMI/Kane Brown Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Don’t Be A Gypsy -- BMI/Smackworks Music -- SESAC/Kobalt Group Music Publishing -- SESAC/Smack Blue -- LLC -- SESAC/TDP Publishing -- BMI),AMP/HL,2019-01-05,01,05,2019,CS  44
150,HOPE,(Not Listed),,2019-01-05,01,05,2019,DES  18
151,I AGREE,(Jules 4 U Muisc -- BMI/Ken-He? Music Productions -- BMI/JimmothyJayMusic -- BMI),,2019-01-05,01,05,2019,GS  22
152,IBIZA,(Ozuna Worldwide -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Music Good Vibes Publishing -- BMI/Ozuna Publishing -- BMI/Alex Killer Music -- ASCAP/I Love Amiguita  Inc. -- ASCAP/Universal Musica  Inc. -- ASCAP/WB Music Corp. -- ASCAP/Jedy Squat Music -- ASCAP),AMP/HL,2019-01-05,01,05,2019,LT  48
153,I DON’T KNOW ABOUT YOU,(Round Hill Songs II -- ASCAP/Caleb’s College Fund -- ASCAP/WB Music Corp. -- ASCAP/Who Wants To Buy My Publishing -- ASCAP/Relative Music Group -- BMI/One77 Songs -- ASCAP/Highly Combustible Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),AMP,2019-01-05,01,05,2019,CS  35
154,I FOUND YOU,(Please Don’t Forget To Pay Me Music -- GMR/Universal Music Works -- GMR/EMI April Music  Inc. -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-01-05,01,05,2019,DES  15
155,IF YOU AIN’T IN IT,(BMG Platinum Songs -- BMI/Creative Heart Publishing -- BMI/9T One Songs -- ASCAP/Ariose Music -- ASCAP/Capitol CMG Genesis -- ASCAP),HL,2019-01-05,01,05,2019,CST  39
156,I GOT THAT,(Key Of “A” Music Publishing -- ASCAP/Tyscot Music -- ASCAP/Campbell Kids Publishing -- ASCAP),,2019-01-05,01,05,2019,GS  10
157,I LIKE IT,(Washpoppin  Inc. -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Hear Rimas Publishing -- ASCAP/Universal Musica Unica Publishing -- BMI/Jwhitedidit LLC -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/EMI Blackwood Music Inc. -- BMI/Convinced Music -- ASCAP/Artist Publishing Group West -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Edd Grand Music -- BMI/BMG Platinum Songs -- BMI/Editora De Musica Los Mambo Kingz -- ASCAP/EMI Longitude Music -- BMI/Shaftizm Music -- ASCAP/EMI Consortium Songs -- BMI/Sony/ATV Songs LLC -- BMI),AMP/HL,2019-01-05,01,05,2019,H100  39
158,IMAGINE,(Andrew Wansel -- BMI/Songs Of Universal  Inc. -- BMI/Polk St. Pub -- BMI/Priscilla Renea Publishing Designee -- ASCAP/Guy Nyame Music -- ASCAP/Sony/ATV Allegro -- ASCAP/Universal Music Corp. -- ASCAP/GrandAriMusic -- ASCAP),AMP/HL,2019-01-05,01,05,2019,H100  71
159,IMPOSIBLE,(Warner-Tamerlane Publishing Corp. -- BMI/Ozuna Worldwide -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Sony/ATV Discos Music Publishing LLC -- ASCAP),AMP/HL,2019-01-05,01,05,2019,LT  19
160,IN MY MIND,(Sony/ATV Music Publishing Allegro Australia Pty Ltd. -- APRA/PeppermintBlue Publishing -- APRA/ZYX Music -- SRL/Warner/Chappell Music Italiana -- SRL/WB Music Corp. -- ASCAP),AMP/HL,2019-01-05,01,05,2019,DES  16
161,IT’S BEGINNING TO LOOK A LOT LIKE CHRISTMAS,(Not Listed),,2019-01-05,01,05,2019,H100  35
162,IT’S NOT LIVING (IF IT’S NOT WITH YOU),(Good Soldier Songs Limited -- ASCAP),,2019-01-05,01,05,2019,RO  45
163,IT’S THE MOST WONDERFUL TIME OF THE YEAR,(Barnaby Music Corp -- ASCAP),,2019-01-05,01,05,2019,H100  13
164,IT’S YOURS,(Aljelun Publishing -- ASCAP),,2019-01-05,01,05,2019,GS  12
165,I WANT TO BREAK FREE,(Beechwood Music Corp. -- ASCAP/EMI Music Publishing Ltd. -- PRS/Queen Music Ltd. -- PRS),HL,2019-01-05,01,05,2019,RO  18
166,JACKIE CHAN,(Sony/ATV Tunes LLC -- ASCAP/Raynford Humphrey Publishing Designee -- SOCAN/Posty Publishing -- BMI/Songs Of Univer-sal  Inc. -- BMI/Universal Music Publishing Ger-many -- GEMA/Spread The Sound -- GEMA/Musical Freedom Publishing -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),HL,2019-01-05,01,05,2019,DES   8
167,JALEO,(Sony/ATV Sounds LLC -- SESAC/La Indu-stria Music Publishing -- SESAC/WB Music Corp. -- ASCAP/Pillowface Publishing -- ASCAP/BMG Talpa Music BV -- BUMA/Ewav Music -- BUMA/Carlos Jim Vrolijk Publishing Designee -- BMI/Michael Gazzo Publishing Designee -- BMI),AMP/HL,2019-01-05,01,05,2019,DES  22
168,JESUS WE LOVE YOU,(Bethel Music Publishing -- ASCAP),,2019-01-05,01,05,2019,GS  18
169,JINGLE BELL ROCK,(WB Music Corp. -- ASCAP),AMP,2019-01-05,01,05,2019,H100   8
170,JINGLE BELLS,(Public Domain),,2019-01-05,01,05,2019,H100  49
171,JOY.,(Method To The Madness -- ASCAP/Shankel Songs -- ASCAP/WB Music Corp. -- ASCAP/Kilns Music -- BMI/Shaun Shankel Publishing Desig-nee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Fleauxmotion Music -- SESAC/Wordspring Music -- LLC -- SESAC/W.B.M. Music Corp. -- SESAC/Hiltingbury Songs -- ASCAP/BMG Gold Songs -- ASCAP/9T One Songs -- ASCAP/Ariose Music -- ASCAP/Capitol CMG Genesis -- ASCAP),AMP/HL,2019-01-05,01,05,2019,CST   4
172,JUST GIVE ME JESUS,(Centricity Music Pub-lishing -- ASCAP/Capitol CMG Genesis -- ASCAP/FortyHourDays -- ASCAP/CoolNasty -- ASCAP/Meaux Mercy -- BMI/Moody Producer Music -- BMI/Capitol CMG Paragon -- BMI/Hot Mess Music International -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Goes Something Like THIS Music -- BMI),AMP/HL,2019-01-05,01,05,2019,CST  32
173,JUST GOT PAID,(Universal-PolyGram Int. Tunes  Inc. -- SESAC/Warner/Chappell Music Publish-ing Ltd. -- PRS/Year Of The Dog Music -- ASCAP/MTrain Music -- ASCAP/Downtown DLJ Songs -- ASCAP/Sony/ATV Allegro -- ASCAP/Excuse My French II -- ASCAP/TEAAM Music Publishing -- ASCAP/Tileyard Music Publishing Ltd. -- ASCAP/Notting Hill Music Group -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/XLC Music  Inc. -- BMI/Sony/ATV Songs LLC -- BMI/Amos Publishing Ltd -- MCPS/H & R Lastrada Music -- ASCAP/Sagi Song Ltd. -- PRS),AMP/HL,2019-01-05,01,05,2019,DES  41
174,KARMA,(Queen Naija Bulls Publishing Designee -- BMI/Master Suite -- BMI/Jefferson Jean Publish-ing Designee -- BMI),,2019-01-05,01,05,2019,RBS   7
175,KIKA,(Tory Lanez Publishing -- BMI/Back Hair Music Publishing -- BMI/Songs Of Universal  Inc. -- BMI/Andrew Green Publishing Designee -- BMI/Red Smoke Publishing B.V. -- ASCAP/Imagem London Ltd. -- ASCAP/CTM Publishing BV -- BUMA/Tekashi69 Publishing  Inc. -- BMI/Create Music Group Publishing -- BMI),HL,2019-01-05,01,05,2019,RBH  46
176,KILLER QUEEN,(Glenwood Music Corp. -- ASCAP/EMI April Music  Inc. -- ASCAP/Queen Music Ltd. -- PRS),HL,2019-01-05,01,05,2019,RO  14
177,KNOWN,(Crucial Publishing -- BMI/EGH Music Publishing LLC -- BMI/Be Essential Songs -- BMI/Capitol CMG Paragon -- BMI),HL,2019-01-05,01,05,2019,CST   6
178,LA ROMANA,(Not Listed),,2019-01-05,01,05,2019,LT  47
179,LAST CHRISTMAS,(Wham Music Ltd. -- PRS/WB Music Corp. -- ASCAP),AMP,2019-01-05,01,05,2019,H100  25
180,LAST SHOT,(WB Music Corp. -- ASCAP/Point Break Publishing -- ASCAP/Music Of The Corn -- ASCAP/Songs From The Couch -- BMI/Old Des-perados -- LLC -- ASCAP/N2D Publishing Company  Inc. -- ASCAP/Carol Vincent And Associates -- LLC. -- ASCAP),AMP,2019-01-05,01,05,2019,CS  13 ; H100  96
181,LEAVE ME ALONE,(Christopher St. Victor Publishing Designee -- BMI),,2019-01-05,01,05,2019,H100  33 ; RBH  10 ; RS  10
182,LET IT SNOW LET IT SNOW LET IT SNOW,(Chappell & Co. -- ASCAP/Imagem London Ltd. -- ASCAP),AMP,2019-01-05,01,05,2019,H100  20
183,LEVEL UP,(C.P. Harris -- ASCAP/Universal Music Corp. -- ASCAP/Royalty Rightings -- ASCAP/T.N.T Explosive Publishing -- ASCAP/BMG Gold Songs -- ASCAP/Jonathan Rotem Music -- BMI/Sony/ATV Songs LLC -- BMI/Telly Brown Jr. Publishing Designee -- BMI),HL,2019-01-05,01,05,2019,RBS  17
184,LISTEN,(R.Kelly Publishing  Inc. -- BMI/Universal Music - Z Songs -- BMI),HL,2019-01-05,01,05,2019,GS   6
185,LITTLE DRUMMER BOY (REWRAPPED),(EMI Mills Music  Inc. -- ASCAP/International Korwin Corporation -- ASCAP),HL,2019-01-05,01,05,2019,CST  45
186,LIVING HOPE,(Simply Global Songs -- BMI/Fair Trade Global Songs -- BMI/Be Essential Songs -- BMI/Phil Wickham Music -- BMI/Sing My Songs -- BMI/Bethel Music Publishing -- ASCAP),,2019-01-05,01,05,2019,CST  12
187,LOOK BACK AT IT,(Not Listed),,2019-01-05,01,05,2019,H100  66 ; RBH  22 ; RS  20
188,LOOK UP CHILD,(See You At The Pub -- SESAC/Capitol CMG Amplifier -- SESAC/CentricSongs -- SESAC/So Essential Tunes -- SESAC/Fellow Ships Music -- SESAC/Flychild Publishing -- SESAC),HL,2019-01-05,01,05,2019,CST  20
189,LOSE IT,(Songs Of Universal  Inc. -- BMI/Kane Brown Music -- BMI/Plum Nelly -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Mandy’s Favorite Songs -- BMI/Track House Worldwide Entertainment -- BMI),AMP/HL,2019-01-05,01,05,2019,CS   5
190,LOSING IT,(Not Listed),,2019-01-05,01,05,2019,DES  26
191,LOST CONTROL,(MER Publishing -- STIM/Copyright Control/Sony/ATV Music Publishing Scandinavia AB -- STIM/EMI Music Publishing Scandinavia AB -- STIM/Stellar Songs Ltd -- NS/Tileyard Music Publishing Ltd. -- ASCAP),HL,2019-01-05,01,05,2019,DES  45
192,LOST IN JAPAN,(Songs Of Universal  Inc. -- BMI/Mendes Music -- BMI/Big Deal Beats -- BMI/TG Worldwide Publishing -- BMI/Gerty Tunes -- BMI/Scott Harris Publishing -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Poslaniec Publishing -- BMI/Nice Life -- BMI/Sony/ATV Songs LLC -- BMI),AMP/HL,2019-01-05,01,05,2019,H100  99
193,A LOT,(Not Listed),,2019-01-05,01,05,2019,H100  37 ; RBH  12 ; RS  12
194,LOVE AIN’T,(EMI Blackwood Music Inc. -- BMI/Plain Jane Songs -- BMI/Rezolant Music -- BMI/Combustion Engine Music -- ASCAP/Sadie’s Favorite Songs -- ASCAP/WB Music Corp. -- ASCAP/Smack Hits -- GMR/Smack Songs LLC -- GMR/Kobalt Music Group Ltd. -- GMR),AMP/HL,2019-01-05,01,05,2019,CS  39
196,LOVE CAME DOWN,(Capitol CMG Amplifier -- SESAC/Every Square Inch -- SESAC/So Essential Tunes -- SESAC),HL,2019-01-05,01,05,2019,CST  37
197,LOVE IT IF WE MADE IT,(Good Soldier Songs Limited -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-01-05,01,05,2019,RO  20
198,LOVE LIES,(Thegreatkhalid -- ASCAP/Right Hand Music Group -- ASCAP/All The Noise -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Songs Of NKH -- BMI/Taylor Monet Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Ryan Vojtesak Publishing Designee -- BMI/Jamil Chammas Pub-lishing -- ASCAP/Cuts Of Reach Music -- ASCAP/BMG Gold Songs -- ASCAP/Songs Of Universal  Inc. -- BMI/Orange Factory Tunes -- ASCAP),HL,2019-01-05,01,05,2019,H100  48
199,LOVE LIKE THIS,(See You At The Pub -- SESAC/Capitol CMG Amplifier -- SESAC/CentricSongs -- SESAC/So Essential Tunes -- SESAC/Fellow Ships Music -- SESAC/Flychild Publishing -- SESAC),HL,2019-01-05,01,05,2019,CST  38
200,LOVELY,(Sony/ATV Tunes LLC -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Drup -- ASCAP/Universal Music Corp. -- ASCAP/Last Frontier -- ASCAP),HL,2019-01-05,01,05,2019,H100  91
201,LOVE NO MORE,(Anders Lee Ly Publishing Des-ignee -- BMI/Luca Plolizzi Publishing Designee -- ASCAP/Music Revenue Publishing -- SOCAN),,2019-01-05,01,05,2019,DES  48
202,LOVE SENSATION,(Not Listed),,2019-01-05,01,05,2019,DES  33
203,LOVE SOMEONE,(Sony/ATV Countryside -- BMI/Paris Not France Music -- BMI/EMI Blackwood Music Inc. -- BMI/Rezolant Music -- BMI/Plain Jane Songs -- BMI/Sony/ATV Tree Publishing -- BMI/Heather Feather Songs -- BMI),HL,2019-01-05,01,05,2019,CS  38
204,LOVE WINS,(Carrie-Okie Music -- BMI/Universal Music - Brentwood Benson Publishing -- ASCAP/D Soul Music -- ASCAP/Capitol CMG Genesis -- ASCAP/Songs Of Brett -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-01-05,01,05,2019,CS  19
205,LUCID DREAMS,(Juice WRLD Publishing Des-ignee -- ASCAP/Nick Mira Publishing Designee -- ASCAP),,2019-01-05,01,05,2019,H100  27 ; RBH   9 ; RS   9
206,EL LUJO DE TENERTE,(Not Listed),,2019-01-05,01,05,2019,LT  33
207,MACHINE,(Imagine Dragons Publishing -- BMI/Songs Of Universal  Inc. -- BMI/Songs For KIDina-KORNER -- BMI/KIDinaKORNER2 Publishing -- BMI/AlexanderGrant -- BMI),HL,2019-01-05,01,05,2019,RO  43
208,MAKE IT SWEET,(Carrot Seed Songs -- ASCAP/WB Music Corp. -- ASCAP/Smackville Music -- ASCAP/Smack Songs LLC -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Rezsongs -- ASCAP/ReHits Music  Inc. -- ASCAP/Smacktown Music -- ASCAP/Smack Blue -- LLC -- ASCAP/Unfair Entertainment -- ASCAP/MeGusta Music -- ASCAP/Tiny Handstand -- ASCAP/Sharkules Music -- ASCAP/We’re Really Doin’ It Publishing -- ASCAP/Smack Hits -- GMR/Kobalt Music Group Ltd. -- GMR),AMP,2019-01-05,01,05,2019,CS  22
209,MALA,(Tekashi69 Publishing  Inc. -- BMI/Create Music Group Publishing -- BMI/Gazmey Music Publishing -- ASCAP/On The Drums Publishing -- ASCAP),,2019-01-05,01,05,2019,LT  29
210,MALA MIA,(Royalty Sound -- LLC -- ASCAP/Sony/ATV Discos Music Publishing LLC -- ASCAP/Sony/ATV Bailar -- BMI/11Once Music -- BMI/Dynasty Publishing Group -- ASCAP/Universal Musica  Inc. -- ASCAP/Johany Alejandro Correa Publishing Designee -- ASCAP/Sony/ATV Accorde -- ASCAP/Rude Boyz Music -- ASCAP),HL,2019-01-05,01,05,2019,LT  18
211,MAMA,(Waterfall Music -- ASCAP/BMG Gold Songs -- ASCAP/BMG Platinum Songs -- BMI/Bad Robot -- BMI/EMI Music Publishing Ltd. -- PRS/Kobalt Music Publishing -- PRS),HL,2019-01-05,01,05,2019,DES  35
